source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,3.3,465.0,3.0,11.0,50,4.55
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,50.0,304.0,15.0,22.0,50,2.27
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,Bus,50.0,139.0,22.0,50.0,40,0.8
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,50.0,55.0,20.0,3.3,50,15.15
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,2W,3.3,31.0,2.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,2W,11.0,472.0,33.0,3.3,75,22.73
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,4W,50.0,304.0,4.0,3.3,30,9.09
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,22.0,491.0,7.0,100.0,20,0.2
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,11.0,418.0,23.0,22.0,50,2.27
Andhra Pradesh,Coimbatore,Tamil Nadu,Vellore,4W,11.0,22.0,34.0,7.4,75,10.14
Tamil Nadu,Salem,Andhra Pradesh,Nellore,2W,22.0,343.0,27.0,7.4,40,5.41
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,7.2,98.0,13.0,3.3,30,9.09
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,7.2,109.0,17.0,3.3,40,12.12
Tamil Nadu,Salem,Andhra Pradesh,Nellore,3W,11.0,504.0,25.0,100.0,30,0.3
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,2W,3.3,522.0,2.0,100.0,60,0.6
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,11.0,147.0,19.0,3.3,50,15.15
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,Bus,7.2,182.0,25.0,22.0,50,2.27
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,3.3,507.0,38.0,50.0,60,1.2
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,Bus,11.0,356.0,5.0,3.3,60,18.18
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,7.2,510.0,35.0,100.0,30,0.3
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,4W,7.2,357.0,38.0,50.0,60,1.2
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,100.0,46.0,19.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,Bus,22.0,10.0,23.0,100.0,50,0.5
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,22.0,27.0,49.0,22.0,50,2.27
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,11.0,574.0,12.0,22.0,20,0.91
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,2W,150.0,120.0,43.0,100.0,75,0.75
Tamil Nadu,Madurai,Tamil Nadu,Tirupati,2W,150.0,525.0,44.0,22.0,40,1.82
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,2W,100.0,577.0,18.0,22.0,75,3.41
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,4W,100.0,89.0,2.0,50.0,20,0.4
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,4W,22.0,402.0,17.0,7.4,20,2.7
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,Bus,3.3,119.0,2.0,7.4,40,5.41
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,11.0,335.0,32.0,7.4,50,6.76
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,4W,22.0,193.0,35.0,3.3,20,6.06
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,22.0,481.0,6.0,22.0,75,3.41
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,100.0,64.0,41.0,22.0,60,2.73
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,22.0,579.0,48.0,7.4,60,8.11
Tamil Nadu,Madurai,Tamil Nadu,Chennai,3W,11.0,380.0,25.0,7.4,60,8.11
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,2W,150.0,293.0,46.0,100.0,50,0.5
Tamil Nadu,Salem,Tamil Nadu,Vellore,2W,7.2,541.0,16.0,100.0,50,0.5
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,3W,100.0,380.0,25.0,22.0,50,2.27
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,150.0,93.0,17.0,3.3,75,22.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,3W,7.2,304.0,8.0,7.4,30,4.05
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,3W,150.0,351.0,45.0,22.0,20,0.91
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,4W,100.0,151.0,10.0,50.0,20,0.4
Tamil Nadu,Vellore,Tamil Nadu,Madurai,2W,3.3,285.0,35.0,22.0,75,3.41
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,Bus,22.0,401.0,3.0,3.3,20,6.06
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,Bus,3.3,173.0,11.0,50.0,30,0.6
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,Bus,3.3,304.0,22.0,50.0,50,1.0
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,50.0,157.0,15.0,7.4,40,5.41
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,7.2,365.0,48.0,3.3,30,9.09
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,Bus,7.2,464.0,25.0,7.4,40,5.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,4W,11.0,345.0,26.0,7.4,40,5.41
Andhra Pradesh,Coimbatore,Andhra Pradesh,Vijayawada,Bus,7.2,132.0,32.0,22.0,20,0.91
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,4W,100.0,380.0,25.0,22.0,20,0.91
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,3.3,271.0,43.0,22.0,50,2.27
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,4W,3.3,100.0,24.0,3.3,75,22.73
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,22.0,442.0,33.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,7.2,249.0,25.0,22.0,50,2.27
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,11.0,429.0,24.0,22.0,75,3.41
Andhra Pradesh,Vellore,Andhra Pradesh,Kurnool,2W,22.0,339.0,1.0,50.0,30,0.6
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,4W,150.0,228.0,25.0,50.0,50,1.0
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,4W,22.0,534.0,44.0,22.0,30,1.36
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,100.0,58.0,13.0,7.4,40,5.41
Tamil Nadu,Coimbatore,Tamil Nadu,Guntur,4W,3.3,385.0,31.0,100.0,20,0.2
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,2W,3.3,545.0,13.0,7.4,75,10.14
Tamil Nadu,Madurai,Tamil Nadu,Chennai,3W,11.0,307.0,44.0,3.3,75,22.73
Andhra Pradesh,Chennai,Tamil Nadu,Salem,Bus,100.0,117.0,39.0,3.3,50,15.15
Andhra Pradesh,Nellore,Tamil Nadu,Salem,3W,11.0,63.0,26.0,22.0,40,1.82
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,3.3,410.0,39.0,3.3,20,6.06
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,100.0,26.0,13.0,50.0,75,1.5
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,50.0,112.0,19.0,3.3,50,15.15
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,50.0,197.0,9.0,7.4,30,4.05
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,2W,22.0,401.0,18.0,50.0,75,1.5
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,7.2,304.0,28.0,11.0,50,4.55
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,22.0,232.0,25.0,11.0,30,2.73
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,3.3,33.0,25.0,100.0,40,0.4
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,50.0,366.0,45.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,4W,3.3,228.0,45.0,11.0,75,6.82
Andhra Pradesh,Salem,Andhra Pradesh,Kurnool,3W,7.2,588.0,17.0,7.4,30,4.05
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,50.0,349.0,41.0,22.0,75,3.41
Tamil Nadu,Salem,Andhra Pradesh,Nellore,Bus,50.0,304.0,35.0,11.0,20,1.82
Andhra Pradesh,Coimbatore,Tamil Nadu,Coimbatore,3W,100.0,304.0,46.0,50.0,40,0.8
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,2W,11.0,130.0,3.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,3W,22.0,229.0,25.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,100.0,262.0,21.0,11.0,75,6.82
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,7.2,223.0,34.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,2W,150.0,563.0,37.0,22.0,50,2.27
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,100.0,41.0,17.0,22.0,50,2.27
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,2W,3.3,70.0,13.0,22.0,20,0.91
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,3W,11.0,402.0,47.0,100.0,75,0.75
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,3W,150.0,304.0,1.0,100.0,30,0.3
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,Bus,3.3,332.0,4.0,11.0,50,4.55
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,7.2,424.0,47.0,50.0,60,1.2
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,3.3,55.0,25.0,7.4,50,6.76
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,Bus,3.3,582.0,41.0,11.0,75,6.82
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,100.0,587.0,32.0,11.0,30,2.73
Tamil Nadu,Chennai,Tamil Nadu,Madurai,3W,7.2,383.0,38.0,3.3,75,22.73
Andhra Pradesh,Tirupati,Tamil Nadu,Tirupati,4W,150.0,121.0,24.0,11.0,75,6.82
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,Bus,22.0,591.0,28.0,50.0,20,0.4
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,150.0,461.0,14.0,7.4,30,4.05
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,4W,11.0,304.0,38.0,7.4,60,8.11
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,Bus,3.3,10.0,21.0,3.3,30,9.09
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,7.2,405.0,28.0,22.0,40,1.82
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,7.2,443.0,41.0,11.0,75,6.82
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,3W,150.0,380.0,28.0,7.4,30,4.05
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,7.2,181.0,37.0,100.0,50,0.5
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,4W,50.0,429.0,9.0,3.3,20,6.06
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,50.0,200.0,37.0,50.0,50,1.0
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,3W,50.0,169.0,42.0,22.0,60,2.73
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,11.0,348.0,45.0,11.0,60,5.45
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,150.0,102.0,15.0,11.0,75,6.82
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,50.0,520.0,30.0,3.3,50,15.15
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,4W,11.0,243.0,35.0,11.0,50,4.55
Tamil Nadu,Salem,Tamil Nadu,Chennai,Bus,50.0,327.0,45.0,50.0,75,1.5
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,3.3,79.0,35.0,11.0,40,3.64
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,100.0,266.0,45.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,50.0,375.0,27.0,3.3,60,18.18
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,3.3,535.0,35.0,22.0,30,1.36
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Bus,11.0,579.0,15.0,7.4,40,5.41
Tamil Nadu,Coimbatore,Tamil Nadu,Tirupati,2W,11.0,171.0,41.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,22.0,13.0,47.0,50.0,30,0.6
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,3W,50.0,371.0,25.0,100.0,20,0.2
Andhra Pradesh,Salem,Tamil Nadu,Salem,4W,7.2,563.0,11.0,22.0,20,0.91
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,100.0,323.0,25.0,100.0,75,0.75
Tamil Nadu,Vellore,Tamil Nadu,Vellore,2W,3.3,367.0,13.0,7.4,75,10.14
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,3W,3.3,594.0,12.0,11.0,75,6.82
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,100.0,79.0,44.0,11.0,20,1.82
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,7.2,273.0,10.0,22.0,50,2.27
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,2W,3.3,279.0,37.0,22.0,75,3.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,3.3,10.0,44.0,100.0,40,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,2W,150.0,152.0,8.0,7.4,30,4.05
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,Bus,50.0,51.0,35.0,3.3,40,12.12
Tamil Nadu,Chennai,Tamil Nadu,Chennai,2W,22.0,66.0,38.0,50.0,75,1.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,150.0,185.0,38.0,3.3,40,12.12
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,100.0,218.0,25.0,50.0,20,0.4
Andhra Pradesh,Vellore,Tamil Nadu,Chennai,3W,7.2,220.0,26.0,50.0,20,0.4
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,100.0,592.0,4.0,100.0,40,0.4
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,Bus,22.0,296.0,26.0,11.0,40,3.64
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,7.2,283.0,15.0,50.0,20,0.4
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,2W,100.0,223.0,22.0,3.3,60,18.18
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,50.0,421.0,22.0,7.4,50,6.76
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,3W,3.3,255.0,7.0,3.3,50,15.15
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,11.0,466.0,23.0,7.4,30,4.05
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,Bus,150.0,556.0,30.0,22.0,20,0.91
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,7.2,143.0,34.0,3.3,20,6.06
Tamil Nadu,Chennai,Tamil Nadu,Madurai,2W,150.0,239.0,38.0,7.4,75,10.14
Tamil Nadu,Vellore,Tamil Nadu,Madurai,4W,100.0,374.0,30.0,3.3,30,9.09
Tamil Nadu,Salem,Andhra Pradesh,Nellore,2W,150.0,590.0,38.0,3.3,30,9.09
Tamil Nadu,Vellore,Tamil Nadu,Tirupati,2W,7.2,340.0,36.0,100.0,30,0.3
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,50.0,553.0,17.0,22.0,20,0.91
Tamil Nadu,Chennai,Tamil Nadu,Madurai,Bus,11.0,274.0,34.0,3.3,50,15.15
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,150.0,562.0,44.0,50.0,30,0.6
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,2W,3.3,224.0,39.0,100.0,20,0.2
Tamil Nadu,Madurai,Tamil Nadu,Chennai,Bus,100.0,103.0,21.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,2W,7.2,45.0,26.0,3.3,30,9.09
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,2W,7.2,230.0,23.0,3.3,50,15.15
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,3W,100.0,158.0,22.0,7.4,40,5.41
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,3.3,493.0,25.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,Bus,50.0,513.0,22.0,3.3,30,9.09
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,2W,150.0,379.0,45.0,3.3,60,18.18
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,4W,3.3,172.0,17.0,22.0,20,0.91
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,150.0,115.0,38.0,50.0,20,0.4
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,150.0,55.0,43.0,100.0,30,0.3
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,100.0,44.0,33.0,22.0,40,1.82
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,2W,100.0,326.0,26.0,7.4,75,10.14
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,3.3,75.0,13.0,100.0,40,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,100.0,580.0,42.0,11.0,20,1.82
Tamil Nadu,Salem,Tamil Nadu,Salem,4W,22.0,338.0,10.0,11.0,60,5.45
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,3.3,542.0,30.0,3.3,60,18.18
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Bus,100.0,183.0,20.0,100.0,60,0.6
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Bus,11.0,312.0,31.0,100.0,30,0.3
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,3W,3.3,559.0,25.0,3.3,40,12.12
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,3W,7.2,276.0,13.0,3.3,40,12.12
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,4W,11.0,557.0,32.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,Bus,7.2,159.0,31.0,7.4,75,10.14
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,4W,50.0,266.0,44.0,50.0,75,1.5
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,2W,50.0,214.0,24.0,11.0,75,6.82
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,3W,150.0,69.0,22.0,7.4,30,4.05
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,4W,22.0,211.0,26.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,22.0,197.0,6.0,50.0,30,0.6
Tamil Nadu,Madurai,Tamil Nadu,Madurai,3W,3.3,139.0,15.0,7.4,40,5.41
Tamil Nadu,Vellore,Tamil Nadu,Madurai,3W,3.3,363.0,24.0,22.0,50,2.27
Tamil Nadu,Madurai,Tamil Nadu,Madurai,Bus,50.0,369.0,5.0,11.0,60,5.45
Tamil Nadu,Salem,Tamil Nadu,Tirupati,Bus,50.0,280.0,19.0,7.4,20,2.7
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,Bus,100.0,589.0,3.0,22.0,60,2.73
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,4W,7.2,399.0,26.0,100.0,60,0.6
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,22.0,531.0,26.0,100.0,20,0.2
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,22.0,288.0,21.0,11.0,50,4.55
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,Bus,150.0,34.0,17.0,7.4,30,4.05
Tamil Nadu,Salem,Andhra Pradesh,Nellore,2W,3.3,593.0,14.0,7.4,60,8.11
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,3W,22.0,182.0,4.0,22.0,75,3.41
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,3W,3.3,176.0,44.0,22.0,50,2.27
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,4W,150.0,393.0,35.0,3.3,75,22.73
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,2W,22.0,564.0,4.0,11.0,60,5.45
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,2W,100.0,53.0,16.0,22.0,30,1.36
Tamil Nadu,Madurai,Tamil Nadu,Madurai,3W,150.0,494.0,41.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,7.2,309.0,7.0,7.4,60,8.11
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,4W,7.2,258.0,30.0,22.0,60,2.73
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,2W,150.0,270.0,41.0,22.0,20,0.91
Tamil Nadu,Chennai,Tamil Nadu,Madurai,2W,7.2,142.0,15.0,7.4,75,10.14
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,22.0,363.0,35.0,11.0,60,5.45
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,150.0,522.0,46.0,3.3,75,22.73
Tamil Nadu,Madurai,Tamil Nadu,Madurai,3W,7.2,70.0,32.0,22.0,40,1.82
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,3.3,240.0,25.0,100.0,40,0.4
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,4W,3.3,249.0,22.0,22.0,40,1.82
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,3.3,458.0,34.0,22.0,20,0.91
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,2W,150.0,116.0,36.0,11.0,50,4.55
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,11.0,304.0,35.0,100.0,50,0.5
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,2W,7.2,426.0,23.0,3.3,20,6.06
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,7.2,162.0,17.0,7.4,60,8.11
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,3W,150.0,289.0,38.0,11.0,50,4.55
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,Bus,22.0,364.0,6.0,11.0,50,4.55
Tamil Nadu,Vellore,Tamil Nadu,Salem,2W,7.2,418.0,31.0,7.4,20,2.7
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,Bus,11.0,561.0,46.0,22.0,75,3.41
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,22.0,429.0,19.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,150.0,275.0,35.0,100.0,75,0.75
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,3.3,13.0,47.0,7.4,40,5.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,7.2,346.0,44.0,3.3,60,18.18
Tamil Nadu,Vellore,Tamil Nadu,Vellore,Bus,3.3,64.0,31.0,7.4,60,8.11
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,3W,22.0,275.0,4.0,100.0,50,0.5
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,4W,22.0,316.0,46.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,3W,7.2,403.0,23.0,100.0,20,0.2
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,2W,7.2,23.0,17.0,11.0,30,2.73
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,3W,7.2,113.0,7.0,50.0,50,1.0
Andhra Pradesh,Nellore,Tamil Nadu,Salem,4W,7.2,304.0,49.0,3.3,30,9.09
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,22.0,472.0,46.0,22.0,40,1.82
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,Bus,22.0,371.0,28.0,22.0,75,3.41
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,223.0,1.0,11.0,20,1.82
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,Bus,3.3,140.0,5.0,50.0,50,1.0
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,100.0,469.0,10.0,3.3,50,15.15
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,7.2,423.0,35.0,50.0,40,0.8
Andhra Pradesh,Nellore,Tamil Nadu,Salem,3W,11.0,426.0,32.0,100.0,60,0.6
Tamil Nadu,Salem,Andhra Pradesh,Guntur,4W,150.0,518.0,31.0,22.0,40,1.82
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,3W,22.0,402.0,20.0,3.3,60,18.18
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,4W,100.0,64.0,17.0,22.0,60,2.73
Andhra Pradesh,Tirupati,Tamil Nadu,Vellore,2W,7.2,408.0,15.0,11.0,60,5.45
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,2W,11.0,568.0,25.0,7.4,60,8.11
Andhra Pradesh,Guntur,Tamil Nadu,Salem,2W,3.3,324.0,45.0,22.0,40,1.82
Tamil Nadu,Madurai,Tamil Nadu,Madurai,4W,11.0,339.0,23.0,50.0,50,1.0
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,Bus,150.0,444.0,41.0,50.0,30,0.6
Andhra Pradesh,Coimbatore,Tamil Nadu,Chennai,3W,150.0,50.0,48.0,3.3,30,9.09
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,3.3,126.0,19.0,100.0,50,0.5
Tamil Nadu,Salem,Andhra Pradesh,Nellore,4W,3.3,403.0,28.0,7.4,50,6.76
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,3W,22.0,237.0,43.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,4W,7.2,261.0,46.0,50.0,75,1.5
Tamil Nadu,Vellore,Tamil Nadu,Chennai,3W,11.0,90.0,12.0,7.4,60,8.11
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,7.2,551.0,29.0,22.0,60,2.73
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,100.0,379.0,17.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,100.0,325.0,9.0,50.0,75,1.5
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,11.0,207.0,6.0,7.4,60,8.11
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,3.3,348.0,17.0,3.3,50,15.15
